Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
underweight,female,vegan,daily,wood,public,,often,100,frequently,488,extra large,4,24,41,19,No,[],['Stove'],2246
obese,male,vegan,twice a day,electricity,public,,sometimes,84,rarely,1885,small,7,13,21,4,Yes,"['Plastic', 'Glass', 'Metal']",[],1179
overweight,male,pescatarian,twice a day,natural gas,private,petrol,often,138,frequently,6364,medium,3,23,1,13,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",4877
normal,female,vegan,twice a day,coal,walk/bicycle,,sometimes,273,never,9,small,7,19,27,13,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1455
overweight,female,omnivore,daily,natural gas,public,,often,286,very frequently,324,medium,4,22,40,23,Yes,['Glass'],"['Stove', 'Microwave']",3130
obese,female,vegan,daily,coal,walk/bicycle,,sometimes,188,very frequently,5,small,6,6,21,23,Sometimes,"['Paper', 'Plastic']",['Oven'],2826
overweight,male,pescatarian,twice a day,wood,walk/bicycle,,often,233,rarely,80,extra large,1,12,3,6,Sometimes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1462
underweight,female,pescatarian,more frequently,natural gas,walk/bicycle,,sometimes,256,very frequently,22,extra large,2,24,36,22,Sometimes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",2389
underweight,female,vegetarian,daily,electricity,walk/bicycle,,never,127,very frequently,80,small,5,4,26,10,No,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1792
underweight,female,pescatarian,twice a day,coal,public,,often,159,frequently,1537,small,4,13,14,11,Sometimes,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1809
underweight,female,vegan,more frequently,wood,walk/bicycle,,sometimes,167,very frequently,67,small,2,22,13,7,Yes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",1844
underweight,female,pescatarian,daily,natural gas,walk/bicycle,,often,50,never,53,medium,1,15,45,7,No,['Paper'],"['Grill', 'Airfryer']",1161
overweight,male,pescatarian,twice a day,coal,private,diesel,sometimes,250,never,1805,extra large,5,10,6,21,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2570
overweight,female,pescatarian,twice a day,natural gas,public,,sometimes,180,rarely,1918,small,2,2,28,10,Yes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1201
overweight,male,vegetarian,more frequently,wood,private,diesel,sometimes,160,rarely,759,large,5,6,38,23,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave']",2289
normal,female,vegan,daily,natural gas,walk/bicycle,,never,68,never,49,small,5,3,22,10,No,"['Plastic', 'Metal']",['Stove'],854
overweight,female,vegan,daily,natural gas,walk/bicycle,,often,119,very frequently,40,large,6,4,47,8,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2888
obese,female,vegetarian,more frequently,wood,private,electric,never,250,frequently,6704,large,3,9,45,21,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2271
underweight,male,omnivore,daily,electricity,walk/bicycle,,never,65,rarely,44,small,1,6,4,4,No,"['Paper', 'Glass', 'Metal']",['Oven'],369
underweight,male,pescatarian,twice a day,coal,walk/bicycle,,never,95,very frequently,29,large,6,2,5,0,Sometimes,"['Paper', 'Glass']","['Grill', 'Airfryer']",2487
normal,male,vegan,twice a day,electricity,walk/bicycle,,sometimes,62,rarely,69,large,3,9,20,3,Sometimes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",1033
underweight,male,vegetarian,daily,natural gas,private,petrol,sometimes,279,very frequently,1982,medium,3,6,15,1,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2933
underweight,male,vegetarian,daily,coal,private,electric,never,232,frequently,9685,extra large,7,16,20,3,No,['Paper'],['Microwave'],2594
normal,female,pescatarian,more frequently,coal,public,,never,293,frequently,934,large,1,9,29,1,Sometimes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",1765
underweight,female,vegetarian,less frequently,wood,walk/bicycle,,sometimes,158,very frequently,16,large,3,17,50,12,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],2212
underweight,female,vegan,daily,wood,walk/bicycle,,sometimes,120,very frequently,96,small,3,4,34,11,Yes,"['Plastic', 'Metal']",[],1890
normal,female,omnivore,twice a day,wood,walk/bicycle,,often,196,rarely,77,small,1,13,43,21,Sometimes,"['Paper', 'Glass', 'Metal']",['Stove'],1380
obese,female,vegan,more frequently,wood,walk/bicycle,,often,83,very frequently,49,small,2,18,15,23,Yes,"['Paper', 'Plastic', 'Glass']",['Stove'],2235
normal,male,omnivore,twice a day,coal,private,hybrid,sometimes,211,very frequently,9626,medium,2,0,24,9,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",4181
underweight,male,omnivore,more frequently,natural gas,private,hybrid,often,70,very frequently,4996,large,1,14,36,8,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3352
underweight,male,vegetarian,daily,natural gas,walk/bicycle,,often,166,frequently,55,extra large,7,12,35,22,Yes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2732
obese,female,pescatarian,less frequently,electricity,walk/bicycle,,never,71,rarely,99,medium,5,19,3,16,Sometimes,['Glass'],['Stove'],986
normal,male,vegan,less frequently,coal,public,,never,188,very frequently,1304,small,3,14,21,20,No,"['Plastic', 'Glass']","['Stove', 'Oven']",2721
normal,male,pescatarian,more frequently,wood,walk/bicycle,,often,253,very frequently,22,extra large,2,0,19,19,Sometimes,['Paper'],"['Stove', 'Microwave']",2776
obese,female,pescatarian,daily,electricity,public,,often,223,frequently,1262,small,5,7,28,16,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1878
obese,female,omnivore,twice a day,wood,public,,sometimes,109,rarely,1156,medium,1,18,12,22,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1366
overweight,female,vegan,less frequently,coal,walk/bicycle,,never,268,never,78,medium,4,11,32,24,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1525
underweight,female,pescatarian,daily,electricity,walk/bicycle,,sometimes,240,rarely,40,large,6,22,5,12,No,"['Plastic', 'Metal']","['Grill', 'Airfryer']",1148
obese,male,vegetarian,twice a day,coal,public,,often,158,frequently,525,extra large,6,5,31,20,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3406
normal,male,vegan,more frequently,natural gas,public,,sometimes,195,very frequently,204,small,7,14,26,0,No,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",2521
underweight,male,vegan,more frequently,natural gas,public,,often,193,rarely,618,medium,7,18,1,9,Yes,['Plastic'],"['Stove', 'Oven']",1479
obese,female,pescatarian,less frequently,coal,public,,never,63,very frequently,1993,large,4,2,2,13,No,['Paper'],[],2732
overweight,male,omnivore,daily,natural gas,private,hybrid,often,101,frequently,9727,large,7,7,50,23,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",4786
normal,female,vegetarian,more frequently,electricity,walk/bicycle,,sometimes,254,frequently,20,large,5,14,33,17,Yes,['Plastic'],[],1862
normal,male,vegetarian,daily,coal,walk/bicycle,,never,197,never,48,extra large,3,6,14,1,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1150
overweight,female,pescatarian,daily,natural gas,private,diesel,never,152,very frequently,8082,small,1,10,3,9,Yes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",3824
obese,male,omnivore,daily,natural gas,walk/bicycle,,sometimes,281,frequently,77,medium,3,13,26,22,No,['Metal'],"['Oven', 'Microwave']",2813
obese,male,pescatarian,twice a day,natural gas,public,,often,223,never,1975,medium,2,15,47,2,Yes,"['Glass', 'Metal']",['Microwave'],1968
underweight,female,pescatarian,more frequently,electricity,private,electric,often,140,very frequently,1542,medium,7,24,48,11,Sometimes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2401
overweight,male,vegetarian,daily,wood,public,,sometimes,199,very frequently,554,small,7,1,27,7,No,"['Paper', 'Plastic']",['Stove'],2805
underweight,male,vegetarian,twice a day,natural gas,public,,never,152,rarely,1030,large,1,0,21,16,Yes,"['Glass', 'Metal']",['Oven'],1117
overweight,female,omnivore,more frequently,electricity,walk/bicycle,,often,247,frequently,86,large,2,10,27,16,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1861
obese,female,vegan,less frequently,coal,public,,never,219,frequently,22,extra large,5,21,17,20,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2554
underweight,female,pescatarian,less frequently,natural gas,walk/bicycle,,sometimes,245,very frequently,62,extra large,5,17,19,14,Yes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",2206
overweight,male,vegan,more frequently,coal,walk/bicycle,,never,252,very frequently,8,large,7,5,22,21,Yes,"['Plastic', 'Metal']",['Oven'],3581
overweight,female,omnivore,twice a day,coal,public,,often,259,very frequently,1028,medium,3,10,16,1,No,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",3026
underweight,female,vegetarian,more frequently,electricity,walk/bicycle,,never,189,very frequently,22,large,1,1,2,23,Yes,['Paper'],"['Stove', 'Grill', 'Airfryer']",1527
obese,male,pescatarian,daily,wood,walk/bicycle,,often,118,frequently,98,medium,2,3,20,6,Yes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2067
obese,male,omnivore,daily,electricity,public,,never,120,very frequently,211,small,6,11,19,23,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",2559
underweight,male,vegetarian,more frequently,wood,private,petrol,often,262,rarely,1074,small,3,12,30,17,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1965
overweight,male,omnivore,more frequently,electricity,public,,often,134,frequently,1620,large,3,3,1,18,Yes,['Metal'],['Microwave'],1797
underweight,female,vegan,daily,electricity,walk/bicycle,,never,232,rarely,74,large,5,10,39,22,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1179
underweight,male,vegan,more frequently,wood,private,electric,often,256,very frequently,1048,extra large,1,17,1,24,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2292
obese,male,pescatarian,less frequently,electricity,walk/bicycle,,often,137,rarely,46,large,1,21,18,3,No,"['Paper', 'Plastic', 'Metal']",['Stove'],1040
obese,female,pescatarian,twice a day,electricity,public,,never,253,rarely,1561,large,3,1,35,18,No,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1624
underweight,male,vegetarian,daily,wood,walk/bicycle,,often,112,frequently,88,large,5,16,4,1,Sometimes,"['Paper', 'Plastic', 'Metal']",[],1473
overweight,female,omnivore,less frequently,natural gas,public,,sometimes,202,frequently,119,small,4,3,33,3,Yes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",1945
underweight,female,pescatarian,twice a day,wood,public,,never,195,very frequently,505,small,1,9,20,6,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1666
obese,male,pescatarian,less frequently,coal,private,petrol,never,251,never,6959,extra large,1,19,26,18,No,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",4808
underweight,female,vegetarian,daily,wood,walk/bicycle,,often,277,rarely,57,large,7,21,28,20,Sometimes,"['Paper', 'Plastic']",['Microwave'],1823
normal,female,vegan,twice a day,wood,walk/bicycle,,sometimes,214,never,30,extra large,3,13,35,13,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1284
obese,female,vegan,twice a day,wood,public,,sometimes,275,very frequently,733,medium,1,17,22,6,Sometimes,['Plastic'],['Stove'],2597
overweight,female,vegan,daily,wood,walk/bicycle,,sometimes,183,very frequently,34,extra large,7,20,12,10,No,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2822
overweight,male,vegan,twice a day,coal,walk/bicycle,,never,175,very frequently,88,medium,3,4,10,7,Sometimes,['Paper'],"['Stove', 'Microwave']",2607
normal,male,vegan,twice a day,electricity,private,diesel,never,95,never,3954,large,6,1,16,1,Yes,"['Glass', 'Metal']",['Oven'],1967
obese,female,pescatarian,more frequently,natural gas,public,,often,253,frequently,1378,extra large,3,22,44,16,Yes,"['Paper', 'Plastic']","['Stove', 'Oven']",2809
obese,female,vegan,daily,natural gas,public,,never,133,frequently,664,small,7,19,50,6,Yes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",2361
normal,female,vegan,less frequently,electricity,public,,often,202,never,1699,small,5,14,47,2,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],855
normal,male,pescatarian,twice a day,wood,public,,never,226,rarely,1702,small,2,3,8,2,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1263
underweight,female,pescatarian,twice a day,natural gas,walk/bicycle,,sometimes,147,never,41,large,7,2,33,23,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1437
obese,female,vegetarian,twice a day,electricity,walk/bicycle,,never,256,very frequently,5,large,6,19,33,6,Sometimes,[],['Stove'],2942
obese,male,pescatarian,less frequently,wood,private,electric,sometimes,256,frequently,3390,large,6,0,20,9,Yes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2500
overweight,female,pescatarian,daily,coal,public,,often,111,frequently,1242,small,7,12,32,22,Sometimes,"['Plastic', 'Metal']",['Microwave'],2394
obese,male,omnivore,twice a day,electricity,public,,sometimes,155,frequently,671,large,5,9,31,3,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2511
overweight,female,vegan,twice a day,coal,private,electric,never,172,never,9035,medium,7,17,48,9,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],1641
underweight,male,vegan,more frequently,coal,public,,sometimes,77,frequently,358,extra large,7,18,14,16,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2458
obese,male,vegan,twice a day,natural gas,walk/bicycle,,never,175,rarely,10,medium,2,21,44,18,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2059
obese,male,vegetarian,daily,natural gas,public,,sometimes,81,rarely,427,large,1,7,50,16,Sometimes,['Plastic'],"['Stove', 'Oven']",1985
normal,male,vegan,twice a day,electricity,public,,sometimes,242,very frequently,1191,medium,2,18,12,23,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2192
normal,male,vegan,less frequently,electricity,public,,often,170,rarely,196,medium,1,9,2,6,Sometimes,"['Paper', 'Glass']",[],627
underweight,male,pescatarian,less frequently,wood,private,electric,often,233,very frequently,1144,large,2,11,10,20,Yes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2418
normal,female,vegetarian,twice a day,natural gas,walk/bicycle,,never,204,very frequently,76,large,2,21,9,9,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",1851
obese,female,pescatarian,more frequently,electricity,walk/bicycle,,often,176,frequently,99,small,3,23,44,9,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],1814
underweight,female,pescatarian,less frequently,wood,private,lpg,sometimes,181,frequently,2767,small,2,19,38,1,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']",2091
underweight,male,vegetarian,twice a day,natural gas,public,,never,270,rarely,717,large,1,23,25,7,No,['Plastic'],"['Stove', 'Grill', 'Airfryer']",1492
overweight,female,pescatarian,more frequently,natural gas,public,,sometimes,176,very frequently,1521,small,4,10,15,5,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2257
obese,male,vegan,daily,natural gas,public,,often,258,frequently,1354,small,4,19,35,4,No,"['Paper', 'Glass']",['Oven'],2408
normal,female,omnivore,less frequently,wood,walk/bicycle,,never,263,very frequently,99,large,7,9,16,12,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",2520
overweight,male,vegan,twice a day,wood,private,petrol,often,222,very frequently,6512,medium,2,12,25,1,Yes,"['Paper', 'Plastic', 'Metal']",['Oven'],5110
obese,female,vegetarian,daily,wood,walk/bicycle,,never,155,never,45,small,1,8,43,23,Sometimes,['Metal'],['Stove'],1345
overweight,female,omnivore,twice a day,coal,private,diesel,often,192,frequently,4097,extra large,5,17,41,23,Sometimes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",3929
normal,female,omnivore,less frequently,coal,walk/bicycle,,often,121,never,76,medium,1,21,31,19,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1198
obese,male,omnivore,less frequently,natural gas,public,,never,189,rarely,1038,small,4,14,50,18,No,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2529
overweight,male,vegan,less frequently,wood,walk/bicycle,,never,287,never,24,medium,2,23,38,2,Yes,['Glass'],"['Stove', 'Microwave']",1398
normal,female,vegan,daily,natural gas,private,lpg,often,261,never,2962,extra large,2,11,46,18,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",1993
normal,female,vegetarian,twice a day,natural gas,walk/bicycle,,never,87,very frequently,86,large,5,6,21,6,Sometimes,"['Plastic', 'Glass']",['Oven'],2200
overweight,female,vegan,less frequently,electricity,private,hybrid,often,62,very frequently,3630,extra large,7,14,11,15,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",3088
underweight,female,vegan,less frequently,electricity,walk/bicycle,,sometimes,168,never,11,medium,6,22,7,1,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave']",656
underweight,female,vegetarian,daily,natural gas,private,diesel,sometimes,263,frequently,7537,large,2,20,29,7,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3256
obese,female,vegan,less frequently,coal,public,,never,266,frequently,389,medium,2,20,45,21,Yes,"['Plastic', 'Glass', 'Metal']",['Microwave'],2341
obese,female,vegetarian,less frequently,natural gas,public,,often,237,never,579,medium,6,17,1,11,Sometimes,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1159
underweight,female,vegan,twice a day,coal,private,electric,often,57,rarely,3462,extra large,4,23,49,0,Yes,['Metal'],['Microwave'],1875
underweight,male,vegetarian,twice a day,electricity,public,,often,140,frequently,924,large,6,6,33,19,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",2242
obese,male,vegan,twice a day,natural gas,public,,never,69,never,1903,medium,1,18,22,4,Yes,"['Plastic', 'Metal']",[],1079
obese,female,vegan,less frequently,electricity,private,hybrid,often,89,frequently,5509,medium,5,6,33,22,No,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",3144
underweight,female,pescatarian,twice a day,wood,private,diesel,often,262,never,9885,extra large,3,2,37,7,Yes,"['Paper', 'Glass']","['Stove', 'Oven']",3561
normal,female,vegan,daily,wood,walk/bicycle,,often,175,never,12,medium,4,20,44,8,Yes,[],[],1524
